"USFWBand"	"JayID"	"NatalNest"	"TerrYr"	"Terr"	"Year"	"HatchDate"	"FldgDate"	"LastObsDate"	"Mass"	"MeasDate"	"HatchNum"	"FldgNum"	"Days"	"Years"	"Censor"	"Day11"	"Help"	"HelpNum"	"SexIND"	"FBreeder"	"FUSFWBand"	"MBreeder"	"MUSFWBand"	"famid"
"2273"	"1713-89694"	"Qn-B"	"CLAS145"	"CLAS14"	"CLAS"	"2014"	2014-04-28	16204	16206	56.1	2014-05-09	3	3	2	0.01	1	11	1	2	1	"H-NY"	"1713-49320"	"CH-A"	"1573-66558"	1
"2274"	"1713-89695"	"Qn-Y"	"CLAS145"	"CLAS14"	"CLAS"	"2014"	2014-04-28	16204	16206	50.3	2014-05-09	3	3	2	0.01	1	11	1	2	1	"H-NY"	"1713-49320"	"CH-A"	"1573-66558"	1
"2275"	"1713-89696"	"Qn-P"	"CLAS145"	"CLAS14"	"CLAS"	"2014"	2014-04-28	16204	16206	47.4	2014-05-09	3	3	2	0.01	1	11	1	2	1	"H-NY"	"1713-49320"	"CH-A"	"1573-66558"	1
"2276"	"1713-89697"	"QW-O"	"SCRP142"	"SCRP14"	"SCRP"	"2014"	2014-05-04	16213	16540	51.9	2014-05-15	3	3	327	0.9	1	11	0	0	1	"-PYQ"	"1713-13382"	"BO-Q"	"1603-51868"	1
"2277"	"1713-89698"	"Qn-L"	"SCRP142"	"SCRP14"	"SCRP"	"2014"	2014-05-04	16213	16214	53.3	2014-05-15	3	3	1	0	1	11	0	0	1	"-PYQ"	"1713-13382"	"BO-Q"	"1603-51868"	1
"2278"	"1713-89703"	"QY-Y"	"EAGR143"	"EAGR14"	"EAGR"	"2014"	2014-05-07	16214	16903	54.5	2014-05-18	4	4	689	1.89	0	11	0	0	1	"OWQ-"	"1713-13981"	"-YBQ"	"1713-13368"	1
"2279"	"1713-89704"	"QB-B"	"EAGR143"	"EAGR14"	"EAGR"	"2014"	2014-05-07	16214	16295	51.3	2014-05-18	4	4	81	0.22	1	11	0	0	1	"OWQ-"	"1713-13981"	"-YBQ"	"1713-13368"	1
"2280"	"1713-89707"	"QO-L"	"SING142"	"SING14"	"SING"	"2014"	2014-05-07	16216	16903	46.4	2014-05-18	3	3	687	1.88	0	11	0	0	2	"-GPQ"	"1713-13920"	"CBR-"	"1603-17472"	1
"2281"	"1713-89708"	"Qn-H"	"SING142"	"SING14"	"SING"	"2014"	2014-05-07	16216	16232	46.5	2014-05-18	3	3	16	0.04	1	11	0	0	2	"-GPQ"	"1713-13920"	"CBR-"	"1603-17472"	1
"2282"	"1713-89709"	"Qn-A"	"SING142"	"SING14"	"SING"	"2014"	2014-05-07	16216	16232	28.8	2014-05-18	3	3	16	0.04	1	11	0	0	2	"-GPQ"	"1713-13920"	"CBR-"	"1603-17472"	1
"2283"	"1713-89710"	"Qn-W"	"PMPE143"	"PMPE14"	"PMPE"	"2014"	2014-05-10	16218	16233	55.4	2014-05-21	3	2	15	0.04	1	11	0	0	1	"WBQ-H"	"1713-49257"	"RHQ-H"	"1713-49273"	1
"2284"	"1713-89711"	"Qn-R"	"PMPE143"	"PMPE14"	"PMPE"	"2014"	2014-05-10	16218	16263	50	2014-05-21	3	2	45	0.12	1	11	0	0	1	"WBQ-H"	"1713-49257"	"RHQ-H"	"1713-49273"	1
"2285"	"1713-89713"	"QO-Y"	"CATB143"	"CATB14"	"CATB"	"2014"	2014-05-10	16220	16883	51.2	2014-05-21	4	4	663	1.82	0	11	1	2	1	"YYQ-"	"1713-13994"	"H-GCB"	"1603-17413"	1
"2286"	"1713-89714"	"Qn-B"	"CATB143"	"CATB14"	"CATB"	"2014"	2014-05-10	16220	16265	48.9	2014-05-21	4	4	45	0.12	1	11	1	2	1	"YYQ-"	"1713-13994"	"H-GCB"	"1603-17413"	1
"2287"	"1713-89715"	"QO-P"	"CATB143"	"CATB14"	"CATB"	"2014"	2014-05-10	16220	16903	43.3	2014-05-21	4	4	683	1.87	0	11	1	2	2	"YYQ-"	"1713-13994"	"H-GCB"	"1603-17413"	1
"2288"	"1713-89716"	"QO-O"	"CATB143"	"CATB14"	"CATB"	"2014"	2014-05-10	16220	16358	42.1	2014-05-21	4	4	138	0.38	1	11	1	2	2	"YYQ-"	"1713-13994"	"H-GCB"	"1603-17413"	1
"2289"	"1713-89717"	"QH-L"	"BLRB142"	"BLRB14"	"BLRB"	"2014"	2014-05-12	16218	16903	57.7	2014-05-23	3	3	685	1.88	0	11	0	0	1	"BOQ-"	"1713-49074"	"WPQ-H"	"1713-49238"	1
"2290"	"1713-89718"	"Qn-H"	"BLRB142"	"BLRB14"	"BLRB"	"2014"	2014-05-12	16218	16249	48.1	2014-05-23	3	3	31	0.08	1	11	0	0	2	"BOQ-"	"1713-49074"	"WPQ-H"	"1713-49238"	1
"2291"	"1713-89719"	"QH-A"	"BLRB142"	"BLRB14"	"BLRB"	"2014"	2014-05-12	16218	16295	46.5	2014-05-23	3	3	77	0.21	1	11	0	0	2	"BOQ-"	"1713-49074"	"WPQ-H"	"1713-49238"	1
"2292"	"1713-89720"	"QA-W"	"HEWT142"	"HEWT14"	"HEWT"	"2014"	2014-05-14	16222	16568	48.8	2014-05-25	2	2	346	0.95	1	11	1	2	2	"GR-Q"	"1713-13329"	"-CBA"	"1603-51721"	1
"2293"	"1713-89721"	"QA-R"	"HEWT142"	"HEWT14"	"HEWT"	"2014"	2014-05-14	16222	16505	45.4	2014-05-25	2	2	283	0.77	1	11	1	2	2	"GR-Q"	"1713-13329"	"-CBA"	"1603-51721"	1
"2294"	"1713-89725"	"Qn-P"	"CRSN143"	"CRSN14"	"CRSN"	"2014"	2014-05-16	16224	16232	51.9	2014-05-27	3	3	8	0.02	1	11	0	0	2	"H-HCL"	"1603-17449"	"LC-O"	"1063-42848"	1
"2295"	"1713-89726"	"Qn-O"	"CRSN143"	"CRSN14"	"CRSN"	"2014"	2014-05-16	16224	16232	48.3	2014-05-27	3	3	8	0.02	1	11	0	0	1	"H-HCL"	"1603-17449"	"LC-O"	"1063-42848"	1
"2296"	"1713-89727"	"Qn-L"	"CRSN143"	"CRSN14"	"CRSN"	"2014"	2014-05-16	16224	16233	25.9	2014-05-27	3	3	9	0.02	1	11	0	0	2	"H-HCL"	"1603-17449"	"LC-O"	"1063-42848"	1
"2297"	"1713-89728"	"QP-H"	"TWEN142"	"TWEN14"	"TWEN"	"2014"	2014-05-16	16224	16419	48.9	2014-05-27	3	2	195	0.53	1	11	0	0	2	"Y-NO"	"1603-51154"	"H-NR"	"1713-13333"	1
"2298"	"1713-89729"	"QP-A"	"TWEN142"	"TWEN14"	"TWEN"	"2014"	2014-05-16	16224	16358	50.9	2014-05-27	3	2	134	0.37	1	11	0	0	1	"Y-NO"	"1603-51154"	"H-NR"	"1713-13333"	1
"2299"	"1713-89730"	"Qn-W"	"ANNI143"	"ANNI14"	"ANNI"	"2014"	2014-05-17	16223	16225	33.7	2014-05-28	3	2	2	0.01	1	11	0	0	1	"H-NO"	"1713-49704"	"-GRQ"	"1713-13357"	1
"2300"	"1713-89731"	"Qn-R"	"ANNI143"	"ANNI14"	"ANNI"	"2014"	2014-05-17	16223	16225	37.5	2014-05-28	3	2	2	0.01	1	11	0	0	1	"H-NO"	"1713-49704"	"-GRQ"	"1713-13357"	1
"2301"	"1713-89732"	"QH-G"	"WLIN142"	"WLIN14"	"WLIN"	"2014"	2014-05-23	16230	16694	55.1	2014-06-03	2	2	464	1.27	0	11	1	4	1	"I-CAW"	"1603-51639"	"WCH="	"1713-89767"	1
"2302"	"1713-89733"	"QH-Y"	"WLIN142"	"WLIN14"	"WLIN"	"2014"	2014-05-23	16230	16419	54.1	2014-06-03	2	2	189	0.52	1	11	1	4	1	"I-CAW"	"1603-51639"	"WCH="	"1713-89767"	1
"2303"	"1713-89735"	"Qn-P"	"PITA146"	"PITA14"	"PITA"	"2014"	2014-05-25	16232	16358	47.6	2014-06-05	4	4	126	0.34	1	11	0	0	2	"HP-Q"	"1713-13332"	"H-GCL"	"1713-49329"	1
"2304"	"1713-89742"	"Qn-B"	"COPS143"	"COPS14"	"COPS"	"2014"	2014-05-29	16236	16269	42.1	2014-06-09	3	3	33	0.09	1	11	1	1	2	"CfHW-"	"1603-17497"	"uC-GfH"	"1063-43456"	1
"2305"	"1713-89743"	"QH-P"	"COPS143"	"COPS14"	"COPS"	"2014"	2014-05-29	16236	16330	40.8	2014-06-09	3	3	94	0.26	1	11	1	1	2	"CfHW-"	"1603-17497"	"uC-GfH"	"1063-43456"	1
"2306"	"1713-89744"	"QH-O"	"COPS143"	"COPS14"	"COPS"	"2014"	2014-05-29	16236	16330	37.5	2014-06-09	3	3	94	0.26	1	11	1	1	1	"CfHW-"	"1603-17497"	"uC-GfH"	"1063-43456"	1
"2307"	"1713-89750"	"QL-H"	"ELIN142"	"ELIN14"	"ELIN"	"2014"	2014-06-03	16240	16722	55.6	2014-06-14	2	2	482	1.32	0	11	0	0	1	"-HRQ"	"1713-13609"	"PWQ-H"	"1713-49304"	1
"2308"	"1713-89751"	"QL-A"	"ELIN142"	"ELIN14"	"ELIN"	"2014"	2014-06-03	16240	16903	50.2	2014-06-14	2	2	663	1.82	0	11	0	0	2	"-HRQ"	"1713-13609"	"PWQ-H"	"1713-49304"	1
"2309"	"1713-89758"	"OC-R"	"NATR021"	"NATR02"	"NATR"	"2002"	2002-04-04	11799	16419	51.5	2002-04-15	4	4	4620	12.65	0	11	1	1	1	"O-LM"	"1453-78223"	"Z-OG"	"1453-63524"	1
"2310"	"1713-89767"	"WCH="	"WLIN051"	"WLIN05"	"WLIN"	"2005"	2005-04-27	12918	16903	54	2005-05-08	3	3	3985	10.91	0	11	0	0	1	"-LZR"	"1453-78270"	"WC-PU"	"1063-43034"	1
"2311"	"1713-89769"	"WQW-"	"CHET151"	"CHET15"	"CHET"	"2015"	2015-04-03	16546	16903	38.2	2015-04-14	1	1	357	0.98	0	11	1	1	1	"HCR-"	"1573-66594"	"L-AQ"	"1603-17453"	1
"2312"	"1713-89772"	"WQY-"	"SHIC151"	"SHIC15"	"SHIC"	"2015"	2015-04-05	16546	16903	35.8	2015-04-16	3	3	357	0.98	0	11	1	3	2	"G-NY"	"1713-49400"	"WCR-"	"1573-97993"	1
"2313"	"1713-89773"	"WQB-"	"SHIC151"	"SHIC15"	"SHIC"	"2015"	2015-04-05	16546	16903	34	2015-04-16	3	3	357	0.98	0	11	1	3	2	"G-NY"	"1713-49400"	"WCR-"	"1573-97993"	1
"2314"	"1713-89774"	"WQP-"	"SHIC151"	"SHIC15"	"SHIC"	"2015"	2015-04-05	16546	16603	33.1	2015-04-16	3	3	57	0.16	1	11	1	3	2	"G-NY"	"1713-49400"	"WCR-"	"1573-97993"	1
"2315"	"1713-89776"	"RQL-"	"ANGB151"	"ANGB15"	"ANGB"	"2015"	2015-04-07	16549	16785	47.1	2015-04-18	3	3	236	0.65	1	11	0	0	2	"HRQ-"	"1713-49026"	"PA-Q"	"1713-13315"	1
"2316"	"1713-89777"	"YQH-"	"ANGB151"	"ANGB15"	"ANGB"	"2015"	2015-04-07	16549	16903	45.7	2015-04-18	3	3	354	0.97	0	11	0	0	1	"HRQ-"	"1713-49026"	"PA-Q"	"1713-13315"	1
"2317"	"1713-89779"	"RQW-"	"NPOL151"	"NPOL15"	"NPOL"	"2015"	2015-04-08	16550	16903	49.6	2015-04-19	4	4	353	0.97	0	11	1	2	2	"W-NB"	"1603-51810"	"-RCA"	"1713-49395"	1
"2318"	"1713-89780"	"RQR-"	"NPOL151"	"NPOL15"	"NPOL"	"2015"	2015-04-08	16550	16903	50.6	2015-04-19	4	4	353	0.97	0	11	1	2	1	"W-NB"	"1603-51810"	"-RCA"	"1713-49395"	1
"2319"	"1713-89781"	"RQG-"	"NPOL151"	"NPOL15"	"NPOL"	"2015"	2015-04-08	16550	16903	49.7	2015-04-19	4	4	353	0.97	0	11	1	2	2	"W-NB"	"1603-51810"	"-RCA"	"1713-49395"	1
"2320"	"1713-89783"	"RQB-"	"RATL151"	"RATL15"	"RATL"	"2015"	2015-04-09	16551	16903	43	2015-04-20	2	2	352	0.96	0	11	0	0	1	"GQ-H"	"1713-49522"	"YQ-L"	"1713-49363"	1
"2321"	"1713-89784"	"RQP-"	"RATL151"	"RATL15"	"RATL"	"2015"	2015-04-09	16551	16608	44.1	2015-04-20	2	2	57	0.16	1	11	0	0	1	"GQ-H"	"1713-49522"	"YQ-L"	"1713-49363"	1
"2322"	"1713-89785"	"RQO-"	"SFLS151"	"SFLS15"	"SFLS"	"2015"	2015-04-09	16550	16903	43.1	2015-04-20	3	2	353	0.97	0	11	0	0	2	"L-PQ"	"1573-66579"	"Q-GA"	"1713-49758"	1
"2323"	"1713-89786"	"nQL-"	"SFLS151"	"SFLS15"	"SFLS"	"2015"	2015-04-09	16550	16575	42.4	2015-04-20	3	2	25	0.07	1	11	0	0	1	"L-PQ"	"1573-66579"	"Q-GA"	"1713-49758"	1
"2324"	"1713-89787"	"nQH-"	"N18E151"	"N18E15"	"N18E"	"2015"	2015-04-09	16550	16568	47.9	2015-04-20	4	2	18	0.05	1	11	1	1	2	"GPQ-I"	"1713-13795"	"A-NR"	"1713-89762"	1
"2325"	"1713-89788"	"WQA-"	"N18E151"	"N18E15"	"N18E"	"2015"	2015-04-09	16550	16757	40.1	2015-04-20	4	2	207	0.57	1	11	1	1	1	"GPQ-I"	"1713-13795"	"A-NR"	"1713-89762"	1
"2326"	"1713-89789"	"GQW-"	"WLIN151"	"WLIN15"	"WLIN"	"2015"	2015-04-10	16553	16903	41.1	2015-04-21	3	3	350	0.96	0	11	1	2	2	"I-CAW"	"1603-51639"	"WCH="	"1713-89767"	1
"2327"	"1713-89790"	"GQR-"	"WLIN151"	"WLIN15"	"WLIN"	"2015"	2015-04-10	16553	16903	42.8	2015-04-21	3	3	350	0.96	0	11	1	2	2	"I-CAW"	"1603-51639"	"WCH="	"1713-89767"	1
"2328"	"1713-89791"	"GQG-"	"WLIN151"	"WLIN15"	"WLIN"	"2015"	2015-04-10	16553	16903	40	2015-04-21	3	3	350	0.96	0	11	1	2	2	"I-CAW"	"1603-51639"	"WCH="	"1713-89767"	1
"2329"	"1713-89792"	"nQY-"	"BNCH152"	"BNCH15"	"BNCH"	"2015"	2015-04-10	16551	16552	49.9	2015-04-21	2	1	1	0	1	11	1	4	1	"-LQ"	"2"	"W-NR"	"1603-51726"	1
"2330"	"1713-89793"	"GQB-"	"HARY151"	"HARY15"	"HARY"	"2015"	2015-04-11	16552	16659	45.8	2015-04-22	3	3	107	0.29	1	11	0	0	2	"-CAG"	"1603-51717"	"Q-WR"	"1713-49708"	1
"2331"	"1713-89794"	"nQP-"	"HARY151"	"HARY15"	"HARY"	"2015"	2015-04-11	16552	16568	44.2	2015-04-22	3	3	16	0.04	1	11	0	0	1	"-CAG"	"1603-51717"	"Q-WR"	"1713-49708"	1
"2332"	"1713-89795"	"nQO-"	"HARY151"	"HARY15"	"HARY"	"2015"	2015-04-11	16552	16583	31.9	2015-04-22	3	3	31	0.08	1	11	0	0	1	"-CAG"	"1603-51717"	"Q-WR"	"1713-49708"	1
"2333"	"1713-89796"	"BQW-"	"SCRP151"	"SCRP15"	"SCRP"	"2015"	2015-04-12	16554	16659	52.2	2015-04-23	4	4	105	0.29	1	11	1	1	2	"-PYQ"	"1713-13382"	"BO-Q"	"1603-51868"	1
"2334"	"1713-89797"	"nQR-"	"SCRP151"	"SCRP15"	"SCRP"	"2015"	2015-04-12	16554	16571	47	2015-04-23	4	4	17	0.05	1	11	1	1	2	"-PYQ"	"1713-13382"	"BO-Q"	"1603-51868"	1
"2335"	"1713-89798"	"BQG-"	"SCRP151"	"SCRP15"	"SCRP"	"2015"	2015-04-12	16554	16659	48.8	2015-04-23	4	4	105	0.29	1	11	1	1	2	"-PYQ"	"1713-13382"	"BO-Q"	"1603-51868"	1
"2336"	"1713-89799"	"BQY-"	"SCRP151"	"SCRP15"	"SCRP"	"2015"	2015-04-12	16554	16903	42.4	2015-04-23	4	4	349	0.96	0	11	1	1	1	"-PYQ"	"1713-13382"	"BO-Q"	"1603-51868"	1
"2337"	"1713-89800"	"YQB-"	"PLAZ152"	"PLAZ15"	"PLAZ"	"2015"	2015-04-12	16557	16903	40	2015-04-23	3	2	346	0.95	0	11	1	1	2	"H-NP"	"1713-13946"	"L-NG"	"1713-49710"	1
"2338"	"1713-89907"	"OQR-"	"GRVR151"	"GRVR15"	"GRVR"	"2015"	2015-04-11	16554	16903	47	2015-04-22	4	4	349	0.96	0	11	0	0	1	"GW-Q"	"1713-13328"	"H-CWR"	"1603-51819"	49
"2339"	"1713-89908"	"OQB-"	"GRVR151"	"GRVR15"	"GRVR"	"2015"	2015-04-11	16554	16659	44	2015-04-22	4	4	105	0.29	1	11	0	0	1	"GW-Q"	"1713-13328"	"H-CWR"	"1603-51819"	49
"2340"	"1713-89909"	"nQG-"	"GRVR151"	"GRVR15"	"GRVR"	"2015"	2015-04-11	16554	16590	43	2015-04-22	4	4	36	0.1	1	11	0	0	3	"GW-Q"	"1713-13328"	"H-CWR"	"1603-51819"	49
"2341"	"1713-89910"	"OQY-"	"GRVR151"	"GRVR15"	"GRVR"	"2015"	2015-04-11	16554	16903	44	2015-04-22	4	4	349	0.96	0	11	0	0	2	"GW-Q"	"1713-13328"	"H-CWR"	"1603-51819"	49
"2342"	"1713-90101"	"YQP-"	"PLAZ152"	"PLAZ15"	"PLAZ"	"2015"	2015-04-12	16557	16903	41.9	2015-04-23	3	2	346	0.95	0	11	1	1	2	"H-NP"	"1713-13946"	"L-NG"	"1713-49710"	1
"2343"	"1713-90104"	"GQL-"	"ROSE151"	"ROSE15"	"ROSE"	"2015"	2015-04-16	16559	16659	57.4	2015-04-27	3	3	100	0.27	1	11	1	3	1	"-CPP"	"1603-51518"	"-WPQ"	"1713-90309"	1
"2344"	"1713-90105"	"GQH-"	"ROSE151"	"ROSE15"	"ROSE"	"2015"	2015-04-16	16559	16631	49.8	2015-04-27	3	3	72	0.2	1	11	1	3	1	"-CPP"	"1603-51518"	"-WPQ"	"1713-90309"	1
"2345"	"1713-90106"	"GQA-"	"ROSE151"	"ROSE15"	"ROSE"	"2015"	2015-04-16	16559	16659	50.3	2015-04-27	3	3	100	0.27	1	11	1	3	2	"-CPP"	"1603-51518"	"-WPQ"	"1713-90309"	1
"2346"	"1713-90107"	"PQW-"	"NURS152"	"NURS15"	"NURS"	"2015"	2015-04-16	16558	16903	48.8	2015-04-27	5	4	345	0.94	0	11	0	0	2	"-CBP"	"1603-51720"	"-BOQ"	"1713-13662"	1
"2347"	"1713-90108"	"PQR-"	"NURS152"	"NURS15"	"NURS"	"2015"	2015-04-16	16558	16659	50.5	2015-04-27	5	4	101	0.28	1	11	0	0	1	"-CBP"	"1603-51720"	"-BOQ"	"1713-13662"	1
"2348"	"1713-90109"	"PQG-"	"NURS152"	"NURS15"	"NURS"	"2015"	2015-04-16	16558	16903	43.4	2015-04-27	5	4	345	0.94	0	11	0	0	1	"-CBP"	"1603-51720"	"-BOQ"	"1713-13662"	1
"2349"	"1713-90110"	"PQY-"	"NURS152"	"NURS15"	"NURS"	"2015"	2015-04-16	16558	16903	41.1	2015-04-27	5	4	345	0.94	0	11	0	0	1	"-CBP"	"1603-51720"	"-BOQ"	"1713-13662"	1
"2350"	"1713-90112"	"nQP-"	"HEWT151"	"HEWT15"	"HEWT"	"2015"	2015-04-17	16559	16575	49.1	2015-04-28	3	3	16	0.04	1	11	1	2	1	"GOQ-"	"1713-13997"	"-CBA"	"1603-51721"	1
"2351"	"1713-90113"	"YQO-"	"HEWT151"	"HEWT15"	"HEWT"	"2015"	2015-04-17	16559	16659	48.2	2015-04-28	3	3	100	0.27	1	11	1	2	1	"GOQ-"	"1713-13997"	"-CBA"	"1603-51721"	1
"2352"	"1713-90114"	"YQL-"	"HEWT151"	"HEWT15"	"HEWT"	"2015"	2015-04-17	16559	16903	38.1	2015-04-28	3	3	344	0.94	0	11	1	2	1	"GOQ-"	"1713-13997"	"-CBA"	"1603-51721"	1
"2353"	"1713-90118"	"YQW-"	"WCOP152"	"WCOP15"	"WCOP"	"2015"	2015-04-18	16563	16659	49.2	2015-04-29	3	3	96	0.26	1	11	1	1	1	"BOQ-H"	"1713-49307"	"YHQ-"	"1713-49039"	1
"2354"	"1713-90119"	"YQR-"	"WCOP152"	"WCOP15"	"WCOP"	"2015"	2015-04-18	16563	16722	44.7	2015-04-29	3	3	159	0.44	1	11	1	1	1	"BOQ-H"	"1713-49307"	"YHQ-"	"1713-49039"	1
"2355"	"1713-90120"	"nQG-"	"WCOP152"	"WCOP15"	"WCOP"	"2015"	2015-04-18	16563	16571	42.8	2015-04-29	3	3	8	0.02	1	11	1	1	1	"BOQ-H"	"1713-49307"	"YHQ-"	"1713-49039"	1
"2356"	"1713-90121"	"RQY-"	"CRSM152"	"CRSM15"	"CRSM"	"2015"	2015-04-19	16562	16659	47.2	2015-04-30	3	1	97	0.27	1	11	0	0	1	"O-NO"	"1573-66091"	"nPQ-"	"1713-49306"	1
"2357"	"1713-90122"	"PQB-"	"BUBO151"	"BUBO15"	"BUBO"	"2015"	2015-04-19	16562	16903	36.6	2015-04-30	4	3	341	0.93	0	11	0	0	1	"WRQ-"	"1713-13952"	"Q-AB"	"1573-66071"	1
"2358"	"1713-90123"	"PQP-"	"BUBO151"	"BUBO15"	"BUBO"	"2015"	2015-04-19	16562	16903	36.4	2015-04-30	4	3	341	0.93	0	11	0	0	2	"WRQ-"	"1713-13952"	"Q-AB"	"1573-66071"	1
"2359"	"1713-90124"	"nQO-"	"BUBO151"	"BUBO15"	"BUBO"	"2015"	2015-04-19	16562	16592	31.1	2015-04-30	4	3	30	0.08	1	11	0	0	1	"WRQ-"	"1713-13952"	"Q-AB"	"1573-66071"	1
"2360"	"1713-90126"	"LQW-"	"NASP152"	"NASP15"	"NASP"	"2015"	2015-04-21	16564	16694	51.6	2015-05-02	3	3	130	0.36	1	11	0	0	1	"RQ-G"	"1713-49367"	"L-NR"	"1573-66078"	1
"2361"	"1713-90127"	"nQR-"	"NASP152"	"NASP15"	"NASP"	"2015"	2015-04-21	16564	16608	44.4	2015-05-02	3	3	44	0.12	1	11	0	0	2	"RQ-G"	"1713-49367"	"L-NR"	"1573-66078"	1
"2362"	"1713-90128"	"WQG-"	"NASP152"	"NASP15"	"NASP"	"2015"	2015-04-21	16564	16820	45.8	2015-05-02	3	3	256	0.7	1	11	0	0	1	"RQ-G"	"1713-49367"	"L-NR"	"1573-66078"	1
"2363"	"1713-90129"	"nQL-"	"TOMB151"	"TOMB15"	"TOMB"	"2015"	2015-04-22	16566	16568	45.2	2015-05-03	3	3	2	0.01	1	11	0	0	2	"GQ-G"	"1713-49353"	"B-PN"	"1713-90117"	1
"2364"	"1713-90130"	"RQH-"	"TOMB151"	"TOMB15"	"TOMB"	"2015"	2015-04-22	16566	16659	43.3	2015-05-03	3	3	93	0.25	1	11	0	0	1	"GQ-G"	"1713-49353"	"B-PN"	"1713-90117"	1
"2365"	"1713-90131"	"nQa-"	"TOMB151"	"TOMB15"	"TOMB"	"2015"	2015-04-22	16566	16568	24.5	2015-05-03	3	3	2	0.01	1	11	0	0	1	"GQ-G"	"1713-49353"	"B-PN"	"1713-90117"	1
"2366"	"1713-90135"	"PQO-"	"WCPR151"	"WCPR15"	"WCPR"	"2015"	2015-04-23	16565	16659	36	2015-05-04	2	2	94	0.26	1	11	1	2	1	"O-NR"	"1573-66090"	"BCR-I"	"1713-49394"	1
"2367"	"1713-90136"	"nQL-"	"WCPR151"	"WCPR15"	"WCPR"	"2015"	2015-04-23	16565	16603	40.2	2015-05-04	2	2	38	0.1	1	11	1	2	2	"O-NR"	"1573-66090"	"BCR-I"	"1713-49394"	1
"2368"	"1713-90140"	"nQR-"	"MERL152"	"MERL15"	"MERL"	"2015"	2015-04-29	16570	16585	45	2015-05-10	5	4	15	0.04	1	11	1	1	2	"P-NP"	"1713-49247"	"CfH=L"	"1713-49396"	1
"2369"	"1713-90142"	"YQY-"	"MERL152"	"MERL15"	"MERL"	"2015"	2015-04-29	16570	16659	41.2	2015-05-10	5	4	89	0.24	1	11	1	1	1	"P-NP"	"1713-49247"	"CfH=L"	"1713-49396"	1
"2370"	"1713-90144"	"nQP-"	"MOLY154"	"MOLY15"	"MOLY"	"2015"	2015-04-29	16567	16903	46.1	2015-05-10	3	3	336	0.92	0	11	0	0	2	"A-NY"	"1713-89768"	"PCA-"	"1573-97999"	1
"2371"	"1713-90148"	"HQW-"	"NBEN153"	"NBEN15"	"NBEN"	"2015"	2015-05-02	16573	16903	43.5	2015-05-13	3	2	330	0.9	0	11	0	0	1	"-OOQ"	"1713-13396"	"CW-B"	"1713-49323"	1
"2372"	"1713-90156"	"BQO-"	"COPS152"	"COPS15"	"COPS"	"2015"	2015-05-05	16576	16903	47.7	2015-05-16	3	2	327	0.9	0	11	1	2	2	"CfHW-"	"1603-17497"	"uC-GfH"	"1063-43456"	1
"2373"	"1713-90157"	"BQL-"	"COPS152"	"COPS15"	"COPS"	"2015"	2015-05-05	16576	16903	46.8	2015-05-16	3	2	327	0.9	0	11	1	2	2	"CfHW-"	"1603-17497"	"uC-GfH"	"1063-43456"	1
"2374"	"1713-90158"	"OQW-"	"ELIN151"	"ELIN15"	"ELIN"	"2015"	2015-05-05	16578	16694	52.8	2015-05-16	3	3	116	0.32	1	11	1	2	1	"-HRQ"	"1713-13609"	"-AHQ"	"1713-13654"	1
"2375"	"1713-90159"	"nQR-"	"ELIN151"	"ELIN15"	"ELIN"	"2015"	2015-05-05	16578	16611	48.7	2015-05-16	3	3	33	0.09	1	11	1	2	2	"-HRQ"	"1713-13609"	"-AHQ"	"1713-13654"	1
"2376"	"1713-90160"	"OQG-"	"ELIN151"	"ELIN15"	"ELIN"	"2015"	2015-05-05	16578	16785	42.9	2015-05-16	3	3	207	0.57	1	11	1	2	2	"-HRQ"	"1713-13609"	"-AHQ"	"1713-13654"	1
"2377"	"1713-90161"	"AQY-"	"CHUR152"	"CHUR15"	"CHUR"	"2015"	2015-05-06	16579	16903	42.5	2015-05-17	4	4	324	0.89	0	11	1	1	2	"GLQ-"	"1713-49075"	"-ROQ"	"1713-13354"	1
"2378"	"1713-90162"	"AQB-"	"CHUR152"	"CHUR15"	"CHUR"	"2015"	2015-05-06	16579	16659	44.8	2015-05-17	4	4	80	0.22	1	11	1	1	2	"GLQ-"	"1713-49075"	"-ROQ"	"1713-13354"	1
"2379"	"1713-90163"	"AQP-"	"CHUR152"	"CHUR15"	"CHUR"	"2015"	2015-05-06	16579	16903	40.8	2015-05-17	4	4	324	0.89	0	11	1	1	1	"GLQ-"	"1713-49075"	"-ROQ"	"1713-13354"	1
"2380"	"1713-90164"	"AQO-"	"CHUR152"	"CHUR15"	"CHUR"	"2015"	2015-05-06	16579	16659	26.2	2015-05-17	4	4	80	0.22	1	11	1	1	1	"GLQ-"	"1713-49075"	"-ROQ"	"1713-13354"	1
"2381"	"1713-90167"	"HQO-"	"LOPZ152"	"LOPZ15"	"LOPZ"	"2015"	2015-05-08	16580	16903	51.8	2015-05-19	1	1	323	0.88	0	11	1	3	1	"QR-H"	"1713-89487"	"-CBY"	"1603-51709"	1
"2382"	"1713-90168"	"AQW-"	"FNCY154"	"FNCY15"	"FNCY"	"2015"	2015-05-10	16581	16903	55.2	2015-05-21	4	4	322	0.88	0	11	0	0	1	"6893"	"1"	"-RAQ"	"1713-13649"	1
"2383"	"1713-90169"	"LQR-"	"FNCY154"	"FNCY15"	"FNCY"	"2015"	2015-05-10	16581	16903	49.1	2015-05-21	4	4	322	0.88	0	11	0	0	1	"6893"	"1"	"-RAQ"	"1713-13649"	1
